id,acc_valid,time
3020,0.48427999991455084,0.0059146881103515625
10659,0.09711999998779296,0.003950595855712891
13586,0.5292799998779296,0.007078886032104492
108,0.09712,0.003975391387939453
14626,0.09712000001831055,0.0036742687225341797
3989,0.4596800000488281,0.003502368927001953
7915,0.5151599999755859,0.0038335323333740234
5032,0.4780800000976563,0.005421161651611328
13070,0.09712000001831055,0.0044858455657958984
74,0.09712000000305177,0.004450321197509766
10659,0.09712000001831055,0.00506901741027832
12966,0.576959999987793,0.004821300506591797
8576,0.5166799999511719,0.0038573741912841797
3781,0.4399599998901367,0.004788637161254883
15614,0.09712000001831055,0.0039043426513671875
1325,0.48731999991455077,0.005458354949951172
10659,0.09711999998779296,0.005431175231933594
5032,0.48731999991455077,0.007483243942260742
13378,0.4903599998779297,0.007140398025512695
7250,0.7655199998291016,0.005347490310668945
3095,0.09711999998779296,0.004616737365722656
3583,0.5973599998413086,0.00522613525390625
2520,0.09712000000305177,0.0052032470703125
5039,0.09711999998779296,0.006379842758178711
15053,0.48144000006103516,0.00284576416015625
15614,0.09711999998779296,0.002375364303588867
6777,0.5905599998657227,0.002390623092651367
879,0.09711999998779296,0.002590656280517578
7852,0.5151599999755859,0.0024476051330566406
8887,0.09711999996643067,0.002381563186645508
15502,0.6338400000732421,0.002491474151611328
14059,0.672639999975586,0.0024678707122802734
632,0.09711999998474122,0.0023679733276367188
8421,0.09711999998779296,0.015143871307373047
13164,0.6338400000732421,0.0027344226837158203
11083,0.6207999999023438,0.0029065608978271484
816,0.6335199997558594,0.0029735565185546875
632,0.09712000000305177,0.002850055694580078
2839,0.5166799999511719,0.0026645660400390625
879,0.09711999998779296,0.0024309158325195312
15093,0.47176000009765623,0.002351522445678711
11908,0.09712,0.003840923309326172
9465,0.09711999996643067,0.004068136215209961
14692,0.5227199999023437,0.0034646987915039062
14645,0.09711999996948242,0.0034117698669433594
8047,0.5072800000610351,0.0033080577850341797
14645,0.09712000000305177,0.003810882568359375
5498,0.5166799999511719,0.004015922546386719
8133,0.09712,0.005013942718505859
2234,0.474519999987793,0.006899833679199219
15007,0.09711999999389649,0.0036611557006835938
9222,0.5795999999389648,0.005703449249267578
7504,0.6265199999267579,0.0050089359283447266
3071,0.09712000000305177,0.004493236541748047
5905,0.09712000001525879,0.005862712860107422
3020,0.49320000004882814,0.006983041763305664
13906,0.4335600000976562,0.013150691986083984
2839,0.5484799998657227,0.004672050476074219
2572,0.09712,0.002787351608276367
15260,0.672639999975586,0.002551555633544922
14672,0.09712000000305177,0.002965688705444336
14579,0.5344400000854492,0.0025391578674316406
8576,0.5484799998657227,0.002448558807373047
2234,0.474519999987793,0.0027647018432617188
1325,0.48731999991455077,0.002437591552734375
15614,0.09712000001831055,0.0023331642150878906
11330,0.09711999998474122,0.0025331974029541016
8421,0.09711999998779296,0.0024521350860595703
12966,0.576959999987793,0.0023424625396728516
10301,0.09711999999389649,0.002362489700317383
482,0.517520000012207,0.0026836395263671875
798,0.7404400000488282,0.0024573802947998047
7852,0.5227199999023437,0.0024924278259277344
4225,0.4682400000366211,0.003047943115234375
11908,0.09712,0.002473115921020508
9529,0.6265199999267579,0.0024518966674804688
2490,0.09712000001831055,0.0024836063385009766
12966,0.5696000000610352,0.0025141239166259766
13906,0.4335600000976562,0.002468585968017578
5498,0.5484799998657227,0.0024824142456054688
7096,0.09712000000305177,0.0024709701538085938
14471,0.09712000001525879,0.0034105777740478516
879,0.09711999998779296,0.003958702087402344
816,0.6160799998901367,0.0037941932678222656
1562,0.09712,0.0038733482360839844
276,0.47440000009765626,0.003738880157470703
6777,0.5855999998413086,0.003691434860229492
10284,0.09712000000305177,0.004849910736083984
10693,0.4780800000976563,0.004843950271606445
5039,0.09711999998779296,0.0031380653381347656
2520,0.09712000000305177,0.00640416145324707
15614,0.09712000001831055,0.0031280517578125
7852,0.5151599999755859,0.003002643585205078
10693,0.4780800000976563,0.0030078887939453125
4177,0.09712000001831055,0.0023801326751708984
15053,0.4494400000366211,0.0023729801177978516
13286,0.09711999999389649,0.015568971633911133
13586,0.5292799998779296,0.0030922889709472656
1234,0.09712,0.0027146339416503906
4177,0.09712000001831055,0.00244140625
7161,0.09711999998779296,0.002621889114379883
14715,0.09712,0.002386331558227539
10284,0.09712000000305177,0.002468109130859375
10008,0.09712000000305177,0.0026581287384033203
12347,0.09711999996643067,0.002437591552734375
2825,0.6160799998901367,0.0023682117462158203
12370,0.09712,0.0023458003997802734
2490,0.09711999998779296,0.0026040077209472656
11330,0.09712000000305177,0.002368450164794922
5498,0.5484799998657227,0.002359628677368164
15614,0.09711999998779296,0.002596139907836914
3020,0.48427999991455084,0.002417325973510742
9529,0.6143199998901366,0.002403736114501953
4177,0.09712000001831055,0.0025124549865722656
15300,0.6338400000732421,0.0024340152740478516
376,0.44232000008544925,0.0023527145385742188
818,0.4137999999755859,0.0023207664489746094
816,0.6160799998901367,0.0026590824127197266
14692,0.5464399999633789,0.002404451370239258
632,0.09711999998474122,0.0023398399353027344
15093,0.4693599999633789,0.0025043487548828125
108,0.09712,0.004477739334106445
798,0.7170799999023437,0.005172014236450195
2384,0.09711999998474122,0.0035524368286132812
3989,0.4596800000488281,0.0035331249237060547
14059,0.6951600000488282,0.0038824081420898438
14692,0.5464399999633789,0.003882884979248047
