id,acc_valid,time
11105,0.78276,0.044617414474487305
3494,0.6878800000732421,0.0482938289642334
12521,0.6121199999023438,0.023714303970336914
326,0.8257599997802734,0.022304296493530273
2992,0.7170799999023437,0.024558067321777344
12915,0.7762799997070313,0.01894402503967285
14716,0.6642400001708983,0.01945781707763672
14494,0.8163599998291015,0.02725696563720703
3513,0.5855999998413086,0.03681755065917969
7924,0.7606800000732421,0.05360841751098633
2792,0.5537599999023438,0.024853229522705078
6646,0.765160000024414,0.0255587100982666
12194,0.7948400001953125,0.037804603576660156
3916,0.72544,0.025546789169311523
4181,0.8363600001953125,0.02076411247253418
4874,0.8042400000000001,0.059565067291259766
5752,0.7655199998291016,0.07808828353881836
4072,0.6948399999511718,0.0418243408203125
12873,0.551480000012207,0.08023476600646973
6063,0.7474,0.018358707427978516
2624,0.7487600000488281,0.030114412307739258
8075,0.7128400001464844,0.02997303009033203
7906,0.8373199998291015,0.03248405456542969
434,0.6535599999267577,0.025078535079956055
8496,0.7505200000732423,0.019780397415161133
14086,0.7755199998291016,0.023311853408813477
14306,0.8290799997314453,0.017017602920532227
2565,0.09712000000305177,0.02107524871826172
5585,0.5887199999511719,0.061749935150146484
10350,0.7179999999755861,0.056221723556518555
5272,0.7791199998291016,0.03403735160827637
790,0.737999999975586,0.04903388023376465
1412,0.5367999998901367,0.06239509582519531
7826,0.7875199999267578,0.06364560127258301
15254,0.7609599997802735,0.06485128402709961
1026,0.6012799999145507,0.047713518142700195
13171,0.8297999997314452,0.058038949966430664
14721,0.7077599998046875,0.05189847946166992
10657,0.6343999999023437,0.05100536346435547
8259,0.6651199999755859,0.04120159149169922
7828,0.620680000036621,0.02968597412109375
1141,0.7170799999023437,0.03676915168762207
816,0.6160799998901367,0.06449079513549805
13460,0.5370400000610351,0.04617881774902344
8518,0.7341600000244141,0.06037759780883789
12025,0.7314800001220704,0.03300905227661133
2252,0.7961199999511719,0.06562352180480957
2935,0.7604399999023437,0.054625511169433594
8973,0.8202799997070312,0.010230064392089844
11993,0.7882000001953124,0.03195810317993164
12601,0.7485200001220703,0.05779862403869629
9940,0.8163600001464844,0.029631376266479492
11684,0.7879200000000001,0.02269911766052246
10454,0.7259599999755859,0.027843952178955078
8491,0.7487600000488281,0.02482128143310547
9206,0.5949599998413087,0.05452752113342285
13997,0.7891999997314453,0.007050275802612305
10511,0.8019199997558595,0.02021050453186035
9082,0.5709999998901367,0.05765485763549805
11330,0.09712000000305177,0.04524350166320801
4407,0.7667199999511719,0.047846078872680664
2219,0.7082800000976563,0.028308868408203125
7432,0.4853199999145508,0.02380514144897461
2442,0.5397999999633789,0.00554347038269043
3414,0.6848399999267578,0.020936012268066406
3742,0.6954399998901367,0.017249107360839844
2910,0.6911199998535156,0.038407325744628906
10187,0.5633199999633789,0.032006025314331055
355,0.8279199997314453,0.026190519332885742
8986,0.6551999997314454,0.08059859275817871
5157,0.725319999975586,0.1067039966583252
3811,0.8311199998046875,0.05628657341003418
10293,0.7380000000488282,0.07413935661315918
12376,0.7156399999023438,0.04423403739929199
4911,0.7520799999511719,0.11254453659057617
11640,0.45907999992675785,0.04868149757385254
8516,0.7248000001953124,0.06080150604248047
9982,0.7621199999511719,0.029022693634033203
14599,0.5432799999511719,0.038681983947753906
5352,0.63288,0.019677400588989258
6529,0.78364,0.02820873260498047
13850,0.8123599999023438,0.012483358383178711
13310,0.7157599997558595,0.029129743576049805
9945,0.6401999999633788,0.03143715858459473
8071,0.642239999963379,0.033049821853637695
11706,0.6567199999267578,0.029868602752685547
12265,0.09712,0.03205299377441406
8381,0.09711999996643067,0.06034541130065918
15472,0.7354400000976562,0.022705078125
96,0.6995999997802734,0.030590057373046875
7153,0.7846799998046875,0.022411108016967773
6448,0.09711999999389649,0.02867865562438965
8229,0.7729199999755859,0.07695126533508301
9363,0.7990800001464844,0.050650835037231445
6531,0.6510399998779297,0.05937504768371582
3889,0.8162799997802734,0.05254864692687988
11687,0.8273600001953124,0.07606244087219238
3890,0.73768,0.03541731834411621
13097,0.7600399999023437,0.03593754768371582
13267,0.4925999999145507,0.03446364402770996
