id,acc_valid,time
14410,0.7765200000244141,0.005587100982666016
7424,0.55748,0.005923271179199219
7187,0.7380000000488282,0.004204750061035156
5036,0.6878800000732421,0.004019737243652344
9217,0.7305199997070312,0.004058361053466797
1310,0.7319600000732421,0.005496501922607422
199,0.5362400000610351,0.004385232925415039
12286,0.7380000000488282,0.004352569580078125
8139,0.7782400000732421,0.006900310516357422
863,0.634680000024414,0.006104707717895508
4342,0.8007599998046875,0.006016254425048828
12049,0.7196799998535157,0.0028443336486816406
4778,0.6886799999023439,0.004105329513549805
8152,0.7196000001708984,0.003976106643676758
12180,0.733319999975586,0.005160331726074219
867,0.09712000000305177,0.0042705535888671875
186,0.7331999998535156,0.004557132720947266
6725,0.8144399998535157,0.004678010940551758
9074,0.7736399998535157,0.0039713382720947266
5767,0.7286000001220703,0.004025459289550781
12544,0.7655199998291016,0.0040853023529052734
9722,0.8350800000732421,0.0055408477783203125
9641,0.7256799997558594,0.006916046142578125
9088,0.7208799997314453,0.004110813140869141
867,0.09712000000305177,0.004734039306640625
1166,0.6002799999755859,0.006006956100463867
1496,0.7210400000488281,0.0051441192626953125
14567,0.8273600001953124,0.003109455108642578
8048,0.7328800000976563,0.0036046504974365234
14567,0.8273600001953124,0.0026335716247558594
5767,0.7286000001220703,0.0030906200408935547
13608,0.7124399998535157,0.00439453125
8316,0.7383200001220703,0.0038976669311523438
11200,0.5227199999023437,0.0038373470306396484
14988,0.6157200000122071,0.004126787185668945
6725,0.8144399998535157,0.0038285255432128906
10284,0.09711999998474122,0.0036797523498535156
5908,0.7490800000244141,0.004080533981323242
3043,0.7170799999023437,0.003690958023071289
13835,0.77776,0.0037696361541748047
4647,0.5595599998779297,0.003713846206665039
7803,0.4625999998901367,0.004512786865234375
1453,0.8021199998779296,0.015679121017456055
3224,0.534520000012207,0.004104137420654297
2653,0.6951199999267579,0.007520437240600586
1722,0.5166799999511719,0.0049381256103515625
5036,0.6912000000488281,0.005965709686279297
1358,0.5455999999023438,0.004522562026977539
8172,0.7779200000244141,0.0036330223083496094
9088,0.7208799997314453,0.0032587051391601562
9134,0.558080000012207,0.002615213394165039
2176,0.5534400000122071,0.002646923065185547
921,0.7905199999023438,0.0033059120178222656
2136,0.8319999997802735,0.0026531219482421875
